relpath,topic_dir,sha256,is_duplicate,pages,chars,extract_status,modality,is_nanocluster,mechanisms,is_cu,is_cyclodextrin
5 纳米材料抗菌/团簇抗菌/Ag团簇/d3tc01033c.pdf,5 纳米材料抗菌,57b40af30c1d0ed8bdffc8b1fff286dca5df765dfdff950ae3940b8afe8f4afc,0,,38666,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/Exploration - 2024 - Gao - Mussel‐inspired self‐assembly of silver nanoclusters into multifunctional silver aerogels for.pdf,5 纳米材料抗菌,00c760340aec06f599a9417676c374a8b55b1d578c34fb2d2853d87a309c7742,0,,64407,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/functionalization-of-polymer-wrapped-silver-nanoclusters-and-potential-applications-as-antimicrobial-mask-materials.pdf,5 纳米材料抗菌,a3cd655e339da719cef19aa0a94b9fa06731cc0a84e99ac460ec64e7ee7bc009,0,,56382,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/Macromolecular Bioscience - 2011 - Díez - Functionalization of Nanofibrillated Cellulose with Silver Nanoclusters .pdf,5 纳米材料抗菌,69371c1ef66fbe0a8b00d5e3b5deeffa99c4b8e97257acd5e8648a801adf9fa1,0,,32934,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/molecules-26-04045-v2.pdf,5 纳米材料抗菌,43b67451ab96c483b5783914edbe70794af62b47f9efecf3eaa21e8fae3c5d0b,0,,54472,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/responsive-assembly-of-silver-nanoclusters-with-a-biofilm-locally-amplified-bactericidal-effect-to-enhance-treatments.pdf,5 纳米材料抗菌,ddb3c1897f8b24530e486a5c43f954264c49bb6693d0727cfc3a818c40a479bd,0,,59112,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/s00339-022-05431-1.pdf,5 纳米材料抗菌,abe9f63d94b812811b50ea566ab4722710a111dd97ce39e4380bdfed2f808859,0,,46045,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/s10570-023-05471-7.pdf,5 纳米材料抗菌,2556dd79e79893c958d95a8dcbde6bcbb008287cd53432cc455cd863017ee2fc,0,,69485,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/s41365-023-01292-2.pdf,5 纳米材料抗菌,66173d2e7c153d96dc522dfdea49dcd14e1efa304fa66649ecc614e5c1ef19d3,0,,47530,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/s41427-020-00239-y.pdf,5 纳米材料抗菌,f4f9dd40cea683e81c9ddc21618c5b802ae8c09bc673489016f7b1da4f79941c,0,,65022,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/s41467-024-53174-9.pdf,5 纳米材料抗菌,22b87064e3e8f65b4921427f87d3ee2b2446f73bcc4246d1edd1e80a018fd8ba,0,,56373,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/s41598-021-00545-7.pdf,5 纳米材料抗菌,d20a5f77ede03d1b6595f65e74f72704505c4cc5a3be6ee7f83073458fa8a328,0,,63118,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/s41598-023-29918-w.pdf,5 纳米材料抗菌,5b33953da2a3d269c665b678a660a728ac56fbb7a601c846c1208a8e20dbab1a,0,,52620,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/silver-nanocluster-embedded-zein-films-as-antimicrobial-coating-materials-for-food-packaging.pdf,5 纳米材料抗菌,4701a116275b0569245a46f50e8fcb108cc5af03449725d89ad3fc566fa8d99c,0,,39610,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/Small - 2018 - Yang - Synthesis of Branched DNA Scaffolded Super‐Nanoclusters with Enhanced Antibacterial Performance.pdf,5 纳米材料抗菌,8c8087aee3abe56b807ad52759fa195774bc50554488593bfcd5b5d7c594fc64,0,,33929,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/Small - 2020 - Huma - Nanosilver Mitigates Biofilm Formation via FapC Amyloidosis Inhibition.pdf,5 纳米材料抗菌,38704b1f8e77fb8746ef5a3d6da2f3811feede5d2e1cced12b212cf89a381320,0,,58713,cached,nanomaterial,1,gut_microbiome;amyloid;antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/Small - 2022 - Wei - An Enzymatic Antibiotic Adjuvant Modulates the Infectious Microenvironment to Overcome Antimicrobial.pdf,5 纳米材料抗菌,abfe9f1d0ec92f51cff43dea3fcdc207ce178b3d2ba034c101d5b13b772dae13,0,,50723,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/Small - 2023 - Zhu - G‐Quadruplex Hemin DNAzyme‐Functionalized Silver Nanoclusters with Synergistic Antibacterial and Wound.pdf,5 纳米材料抗菌,656cf957b0366d2fd8cf0a8c1138f99f3f4036d84f81ccaa1d1cf94ba54cb8ce,0,,72247,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/tetrahedral-(t)-closed-shell-cluster-of-29-silver-atoms-12-lipoate-ligands-ag29(r-α-la)12-(3-)-antibacterial-and.pdf,5 纳米材料抗菌,adaecc93faf3b046a37a1fca7a602a232b4353ee93242ef00c9e68b8d2907225,0,,41476,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/wang2020.pdf,5 纳米材料抗菌,5b2205998ab544bdcd91607896db18b350e17f16e45429f6f6372072c98bda4e,0,,40512,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Ag团簇/yuan2013.pdf,5 纳米材料抗菌,1608efccf97ff81272c69c7b71cd5873fe77b00fb91beed96c6bbb58e2bc0d62,0,,27199,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/1-s2.0-S002197971930342X-main.pdf,5 纳米材料抗菌,28a23ba76e924211d0560c8394af289aa9bec708fa51642a73fa89dbd683338b,0,,51903,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/1-s2.0-S0021979721009255-main.pdf,5 纳米材料抗菌,f2c2c6b4b2953807862bef552a908e3d2bb1dc3b3296ec46b42f1dda559e2343,0,,57652,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/1-s2.0-S0142961222003350-main.pdf,5 纳米材料抗菌,0936f197bd34f5b94985160775f808c04db82231bc9a951e815235ebac3fe72a,0,,50100,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/1-s2.0-S0304389421012000-main.pdf,5 纳米材料抗菌,303ec20115cfb5a7e4808c56ae25200837558f77beb009cffbbba9c33e443ff1,0,,65576,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/1-s2.0-S1385894719325884-main.pdf,5 纳米材料抗菌,a734bf27bda04f3cd713082cdd4a44209b8d7aad386961cdbd8e39442ac4b4ea,0,,41742,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/1-s2.0-S2452199X20302462-main.pdf,5 纳米材料抗菌,ab3c53693cab6a45ca9e3451fe2bdd958e7cb5521a7af3e1a2d816773a256ae4,0,,55606,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/a-gold-nanocluster-constructed-mixed-metal-metal-organic-network-film-for-combating-implant-associated-infections.pdf,5 纳米材料抗菌,e996f5c150113618377fdbd7cc73579fc0c1856900bebf67b3b8a80f492b1602,0,,57303,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Adv Funct Materials - 2019 - Zheng - Synergistic Antimicrobial Capability of Magnetically Oriented Graphene Oxide.pdf,5 纳米材料抗菌,1fe11b7fbe29085ad4eb6958d7a460d9114af821f1949519ca79b4eb80cf995c,0,,57674,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Adv Healthcare Materials - 2020 - Zheng - Synergistic Antimicrobial Titanium Carbide  MXene  Conjugated with Gold.pdf,5 纳米材料抗菌,7366c970245e901d6a1caace64bc807024c142408d57b964af5f7af190d03819,0,,51099,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Adv Healthcare Materials - 2024 - Li - Smart Bactericidal Capsules Based on Cationic Luminescent Nanoclusters for.pdf,5 纳米材料抗菌,06c27fb6bc86842a65b6a6d5b61668d6c3c088c357af322f25897b2d5a7b7d80,0,,50449,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Advanced Materials - 2023 - Pang - Tuning Ligands Ratio Allows for Controlling Gold Nanocluster Conformation and Activating.pdf,5 纳米材料抗菌,ba5a139a2d453aa3d76fe9856240ade13f553f211906620ece474f4eccdac32d,0,,89220,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Aggregate - 2024 - Liu - Enhancing antibacterial photodynamic therapy with NIR‐activated gold nanoclusters .pdf,5 纳米材料抗菌,81bbaf67d6aa8a90fa6bb06f6dacffd77e72f080c573848c061d7d95e57b1ead,0,,58930,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Aggregate - 2024 - Yi - Gold nanoclusters encapsulated microneedle patches with antibacterial and self‐monitoring.pdf,5 纳米材料抗菌,49c8c0756d4bcc82feb69f5fd7747d8cede2117b086588dceabc2383e19ae441,0,,57184,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Angew Chem Int Ed - 2018 - Xie - Gold Nanoclusters for Targeting Methicillin‐Resistant Staphylococcus aureus In Vivo.pdf,5 纳米材料抗菌,943658575949dec6ade615880f1485909283bebef9ddcff7f3771817b10f4386,0,,24674,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Angew Chem Int Ed - 2023 - Ndugire - Turning on the Antimicrobial Activity of Gold Nanoclusters Against Multidrug‐Resistant.pdf,5 纳米材料抗菌,7939bcca79711df382415ef0138ecab9152ef1a837ee059c2d1a14ad4d89dcb4,0,,51594,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/antimicrobial-gold-nanoclusters-eradicate-escherichia-coli-biofilms-and-are-nontoxic-by-oral-administration.pdf,5 纳米材料抗菌,ee539e2bb649a639380435719fc38af9c9f952b344502d440bd9bcc76b7ff6c1,0,,48749,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/antimicrobial-gold-nanoclusters.pdf,5 纳米材料抗菌,1026f2934d0edf1e09c7d42c46e0574c290dd415654b62bc5a1c4b39fe2e0a17,0,,43620,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/antimicrobial-peptide-reduced-gold-nanoclusters-with-charge-reversal-moieties-for-bacterial-targeting-and-imaging.pdf,5 纳米材料抗菌,57bdb7ede3f6bb9d94226db49a5aa9537746fa8b6bab0e389815e1e61f52c9b8,0,,65080,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/biomimetic-self-assembling-metal-organic-architectures-with-non-iridescent-structural-coloration-for-synergetic.pdf,5 纳米材料抗菌,62db42ac8d95fda030b531d4730d8a19aedd6cb900bb900e0610908feec360a2,0,,56488,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/charge-effect-of-mercaptobenzimidazole-modified-ultrasmall-gold-nanoparticles-against-drug-resistant-bacteria.pdf,5 纳米材料抗菌,23db0f4cacbe5fab9a26159950ce71a908de4131f4434628381bc013118ab520,0,,38561,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/ChemNanoMat - 2019 - Ravindran Girija - Ultrasmall Gold Nanocluster Based Antibacterial Nanoaggregates for Infectious Wound.pdf,5 纳米材料抗菌,003197bff0f92e6aec19fae638fb7c3f067600af61657af518426485be05fb5c,0,,31669,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/continuous-single-phase-synthesis-of-au25(cys)18-nanoclusters-and-their-photobactericidal-enhancement.pdf,5 纳米材料抗菌,43b4e82bc2631e0ed505a1b053781b14613c87e090036bcbc845128e313dd542,0,,45002,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/controlling-the-interaction-between-fluorescent-gold-nanoclusters-and-biointerfaces-for-rapid-discrimination-of-fungal.pdf,5 纳米材料抗菌,1787cf5cda7b2fbb5532baa7bd46564039aa4940a43e7b3b30a3df8cd1697550,0,,43907,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/d1qm00936b.pdf,5 纳米材料抗菌,516aea6cd074d29153c4cd09eeab055285216857b75e30dd3b6cb562ffb38eae,0,,80052,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/d1sc03056f.pdf,5 纳米材料抗菌,f52c4cd7dc29fe99f226398f845ac2f75afe70f65486fc5aebcd1ac23e38f73c,0,,55180,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/d2nr01003h.pdf,5 纳米材料抗菌,5b8a4ce3f515b58a3458bdf0d8dc660ff2cf3aa699ad85aa9987edab4adb0fc8,0,,74026,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/d2ta00720g.pdf,5 纳米材料抗菌,dba773099ac18dfe7b0be825cf8fbe4495f62506cf9ae01ae48d7f5aa4ab46b8,0,,39007,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/fluorescent-and-antibacterial-aminobenzeneboronic-acid-(aba)-modified-gold-nanoclusters-for-self-monitoring-residual.pdf,5 纳米材料抗菌,aef61cff520b4edc1b7483d24818d9d86cd21e070c6d53df4203c56c07db6dfe,0,,52949,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/fmicb-13-1003359.pdf,5 纳米材料抗菌,9d4bb6f008d87eb3ebeeaf4c4fb22dd8568f73a5c1e20c813a3fe0f624379c7a,0,,38286,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/gold-nanoclusters-decorated-zeolitic-imidazolate-frameworks-with-reactive-oxygen-species-generation-for-photoenhanced.pdf,5 纳米材料抗菌,b52e547613bc01c0219e9d20f0cee46463d65390a0f834405ae5a8ef89f5e216,0,,35322,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/kalita2018.pdf,5 纳米材料抗菌,c56ba09e2a7f9c6896243790a89a616aef659e694b889f820f441c5e76ef017e,0,,58398,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/lethal-interactions-of-atomically-precise-gold-nanoclusters-and-pseudomonas-aeruginosa-and-staphylococcus-aureus.pdf,5 纳米材料抗菌,36f0eb4cc42c772292ee7e02c70ce9db18ee432f3d1ec4cbff41790fc091f1cd,0,,63255,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/lighting-up-the-gold-nanoclusters-via-host-guest-recognition-for-high-efficiency-antibacterial-performance-and-imaging.pdf,5 纳米材料抗菌,6557a1f950b9aff258a6e430561c6f16fd7f68b49dfbf5f98a1464e9e5086f71,0,,36887,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/mannosylated-gold-nanoclusters-incorporated-with-a-repurposed-antihistamine-drug-promethazine-for-antibacterial-and.pdf,5 纳米材料抗菌,f36f0c589a10da1473baee32b1d32cf310440f555872a5ab05102f80394b8228,0,,58040,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/mercaptopyrimidine-conjugated-gold-nanoclusters-as-nanoantibiotics-for-combating-multidrug-resistant-superbugs.pdf,5 纳米材料抗菌,3ad0f10ad2d36d2ec998b8fa140825c95f692912265da06f613291034d243bac,0,,46401,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/near-infrared-light-assisted-in-situ-reduction-of-antimicrobial-peptide-protected-gold-nanoclusters-for-stepwise.pdf,5 纳米材料抗菌,625c772e6b4c7b9a4943c6a33d9da341c562bcb6b2192f748ea0d38310630d37,0,,49251,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/phenylboronic-acid-modified-gold-nanoclusters-as-a-nanoantibiotic-to-treat-vancomycin-resistant-enterococcus-faecalis.pdf,5 纳米材料抗菌,a02b0cda2d0c1230ccd2bf8f65fd4606e121ec71c380c5bcdbc3df42882946d6,0,,50214,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/s12951-022-01672-7.pdf,5 纳米材料抗菌,048e601e95682406834b6f78fec7fab602e1f0f57a4d185b3596244095669135,0,,63421,cached,nanomaterial,1,gut_microbiome;antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/s41467-020-15004-6.pdf,5 纳米材料抗菌,8156ba7ce466803b6f42d6b6f10771094799bcf8a4e37330e50b05dc55ea5e5a,0,,56586,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/s41467-024-53537-2.pdf,5 纳米材料抗菌,d6a70086966fbf3c68384d974ebbf8c5512ecda7e82e166f33d6aa37b5b14246,0,,114685,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/Small - 2025 - Zhang - Streamlining Bacterial Gene Regulation via Nucleic Acid Delivery with Gold Nanoclusters.pdf,5 纳米材料抗菌,b1258cddc0ae1c3f8cdd885e5652b33df8e758d0e0e5e270559d5099789cda02,0,,59133,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/Au团簇/surface-ligand-chemistry-of-gold-nanoclusters-determines-their-antimicrobial-ability.pdf,5 纳米材料抗菌,4534f4cc773b2cae1f857943c59bc2d2ce576a783190b5c272de9564aec0e591,0,,50815,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Au团簇/unveiling-the-antibacterial-mechanism-of-gold-nanoclusters-via-in-situ-transmission-electron-microscopy.pdf,5 纳米材料抗菌,1f20873a620d4a6bf2d765a79e92ec58c8da9f1846a6aae076d8274bff433d63,0,,40790,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/1-s2.0-S0268005X24004181-main.pdf,5 纳米材料抗菌,a323d8c7ae90330d89d1c112492aa848a599dd5d5f52cb89575f82b5a787039a,0,,64755,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/1-s2.0-S0304389419317753-main.pdf,5 纳米材料抗菌,9dffac9c83082cdab395739a19f74785c2914fccbbbf68ec926f35e82e9b6e27,0,,63494,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/1-s2.0-S1001841718302833-main.pdf,5 纳米材料抗菌,aeafef96a25d0facadaa906dc934a65b8f3a2de387a348965854103427d4c5fd,0,,23795,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/1-s2.0-S1385894724037033-main.pdf,5 纳米材料抗菌,b0b37a317f6d7c7497507f87ac97653d268f28782ed0747833203d2b261811ad,0,,54441,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/Adv Funct Materials - 2021 - Zhang - Copper Clusters  An Effective Antibacterial for Eradicating Multidrug‐Resistant.pdf,5 纳米材料抗菌,f9207c952f04447b8a78197e076cc6e40ab6b6ae5f7e0dfb3b3815e3c3c59dd2,0,,78284,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/copper-nanocluster-doped-luminescent-hydroxyapatite-nanoparticles-for-antibacterial-and-antibiofilm-applications.pdf,5 纳米材料抗菌,f455ef9d882488ba88a9a3f6cd971f76c49a64656d35b99780940ab1f3b476ae,0,,57783,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/d3dt00333g.pdf,5 纳米材料抗菌,5b81405bd5d69245f312c438b17512a06b7ffa76f94fc8b7948fc507122d4f9f,0,,27817,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/d4nr04718d.pdf,5 纳米材料抗菌,07c434174b78b940f6f8162904d6b312ed78d1849fb4dade65db6faeea81e105,0,,47701,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/exploring-the-antibacteria-performance-of-multicolor-ag-au-and-cu-nanoclusters.pdf,5 纳米材料抗菌,06b4aaa1cfccc0987cb6e779500933626d8cdcff3e7ad2b4f7b044cdb927564b,0,,41060,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/Cu团簇/facile-synthesis-size-separation-characterization-and-antimicrobial-properties-of-thiolated-copper-clusters.pdf,5 纳米材料抗菌,678dbc0d8961a3331bdf9ae69dcdd3ae1c1482ef57630afccaeaea8d585a16e8,0,,53954,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/1-s2.0-S1385894723020235-main.pdf,5 纳米材料抗菌,342f572d733546a02ab46a29f5b1cd12646e52d9e7d8b93b433e5c14b4d9acc5,0,,63907,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/1-s2.0-S1385894725111376-main无配体保护.pdf,5 纳米材料抗菌,28b9e4ccd292dcf6f50a904cfd03d152b4d2f0448f1d3929406035e66f35402f,0,,96543,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/Adv Funct Materials - 2026 - Dai - Atomically Precise Core‐Tailoring Au12‐xAgx  x   4  5  6  Nanoclusters for Enhanced.pdf,5 纳米材料抗菌,7cb2facd3d16e02b55d440563863977bc97bd724175d1fdcc09b4041d2136a94,0,,56754,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/composition-dependent-antimicrobial-ability-of-full-spectrum-auxag25-x-alloy-nanoclusters.pdf,5 纳米材料抗菌,f29a82db231e1021888eebe519bfd95ecf9713eac01b87d45e3d358bac5cb44f,0,,45854,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/d4nr01769b.pdf,5 纳米材料抗菌,0fb52ece45253f1a5f9483e3eb0967a13a354497f713bf57752dac7a53e3ff91,0,,46591,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/s12274-022-4837-x.pdf,5 纳米材料抗菌,fde057680fe35ceb5a7a6487b19ca4a1aefe9008431deb1f79aa69f2ceb3aac1,0,,48217,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/Small - 2025 - Xue - Silver Ion‐Triggered Fabrication of AuAg Bimetallic Aerogel Superstructures with Tailored.pdf,5 纳米材料抗菌,3317e4b68c7a0d2955f192ca7cdf2eb69d03c7486df54217c4979f373814849f,0,,60704,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/团簇抗菌/双金属团簇/wang2020 (1).pdf,5 纳米材料抗菌,b4338093d0e0633b1d935514afcd8c7f988f4e2dcdb8c68e384e4c88b7f97dca,0,,40352,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/有机簇/Advanced Materials - 2025 - He - Zwitterionic Photosensitizer‐Assembled Nanocluster Produces Efficient Photogenerated.pdf,5 纳米材料抗菌,f062950a3e3eb3978aa7cdea9c06729f5e2189a1759aa89c5f7cab90cd0326f4,0,,44674,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/团簇抗菌/金属化合物簇/sulfated-chitosan-modified-cus-nanocluster-a-versatile-nanoformulation-for-simultaneous-antibacterial-and-bone.pdf,5 纳米材料抗菌,c1dd9985446a88b5098200da90ada09598f87765a7255c28d9a038e9efa40083,0,,68332,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/团簇抗菌/金属纳米团簇抗菌类综述/d5cc01275a.pdf,5 纳米材料抗菌,9267be1e41661d4c91f6d4c6d647e7ce06481c474a493e4aaaf51cebad64185f,0,,109933,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/抗菌综述/1-s2.0-S0010854517305726-main.pdf,5 纳米材料抗菌,f942b1a577053fa9456b31d60a3ad737b4fd9b2fc60d732fe6455d5efb0921e2,0,,108178,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/抗菌综述/1-s2.0-S1385894725007764-main.pdf,5 纳米材料抗菌,56061d402c3187fb48512afcf93516cc71d7c49f566a01651eb9a95f514d75a0,0,,99947,cached,nanomaterial,1,other,1,0
5 纳米材料抗菌/抗菌综述/1-s2.0-S221128552401098X-main.pdf,5 纳米材料抗菌,9f27659ad33b866fddbf64b40a44c2db43b3d4bd2685e339c03ef51aa3d49a89,0,,120268,cached,nanomaterial,0,antioxidant,0,0
5 纳米材料抗菌/抗菌综述/Adv Funct Materials - 2021 - Kandoth - Photoactive Lanthanide‐Based Upconverting Nanoclusters for Antimicrobial.pdf,5 纳米材料抗菌,e8145a78dd9f010729583f6bd678736d5831edae2024546e910501ba8e686361,0,,107307,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/抗菌综述/d5cc01275a.pdf,5 纳米材料抗菌,6c86c71a4721d043611e37f046154ba091c96acc8fd9efbdbdb2e36d9c55575b,0,,109933,cached,nanomaterial,1,other,0,0
5 纳米材料抗菌/抗菌综述/J Biomedical Materials Res - 2018 - Zhu - Antimicrobial strategies for urinary catheters.pdf,5 纳米材料抗菌,3cd989ea4b7a9ea1d0af47a5032ec6d7139e98540a593d5198a1a2deb615993b,0,,114122,cached,biologic,0,other,0,0
5 纳米材料抗菌/抗菌综述/Journal of Nanomaterials - 2022 - Zhang - Antimicrobial Properties of Metal Nanoparticles and Their Oxide Materials and.pdf,5 纳米材料抗菌,a91a11a9d139da95750e4064ebe3c7700890beb0f8de1cffdd20fb8073afb9e2,0,,107291,cached,nanomaterial,0,antioxidant,1,0
5 纳米材料抗菌/抗菌综述/Microbial Biotechnology - 2024 - Arora - Bacterial synthesis of metal nanoparticles as antimicrobials.pdf,5 纳米材料抗菌,b97a49b6f42c2e7b1fa9ff7a983b20100e7c0257e5139018cb9f9468694e74e5,0,,84617,cached,nanomaterial,0,other,1,0
5 纳米材料抗菌/抗菌综述/s12951-022-01538-y.pdf,5 纳米材料抗菌,3f375a556f7c307800469b13900f04789425391b9ff80bb268b024568ccc0475,0,,85283,cached,nanomaterial,1,antioxidant,0,0
5 纳米材料抗菌/抗菌综述/s12951-023-02208-3.pdf,5 纳米材料抗菌,b99ce10d0e484f87102c899d7969c7cbcffbdf59106a3d3d9eacd9ed159ca4dc,0,,132674,cached,nanomaterial,1,antioxidant,1,0
5 纳米材料抗菌/抗菌综述/zheng2020.pdf,5 纳米材料抗菌,924edd908f2275e9600af2c48fc7a085c2323e4fbf2b52d32a4026e30c9cc7f0,0,,61939,cached,nanomaterial,1,antioxidant,1,0
